review_id,example_id,degradation_type,split,blind_label,artifact_removal_1_5,detail_preservation_1_5,texture_authenticity_1_5,over_smoothing_1_5,hallucination_risk_1_5,overall_1_5,choose_for_restoration,notes,true_method,prediction_path,manifest_path,human_composite_score
review_00091,example_00005,grain,test,Output 00091,1,2,3,1,1,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00005_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,4.0
review_00092,example_00045,blur_contrast,test,Output 00092,1,2,2,3,2,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00045_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
review_00093,example_00045,blur_contrast,test,Output 00093,4,4,3,3,2,4,yes,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00045_blur_contrast_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,7.0
review_00094,example_00045,blur_contrast,test,Output 00094,1,2,2,4,4,1,no,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00045_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,-0.5
review_00095,example_00045,blur_contrast,test,Output 00095,5,3,4,3,1,4,maybe,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00045_blur_contrast_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,8.0
review_00096,example_00045,blur_contrast,test,Output 00096,1,1,2,4,4,1,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00045_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,-1.0
review_00097,example_00045,blur_contrast,test,Output 00097,5,5,4,3,2,5,yes,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00045_blur_contrast_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,9.5
review_00098,example_00045,blur_contrast,test,Output 00098,2,2,3,3,2,2,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00045_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.0
review_00099,example_00006,blur_contrast,test,Output 00099,2,2,2,3,3,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00006_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
review_00100,example_00006,blur_contrast,test,Output 00100,1,1,2,5,3,1,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00006_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,-1.0
review_00101,example_00006,blur_contrast,test,Output 00101,2,3,3,3,2,3,no,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00006_blur_contrast_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,4.5
review_00102,example_00006,blur_contrast,test,Output 00102,3,2,3,3,3,3,no,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00006_blur_contrast_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,4.0
review_00103,example_00006,blur_contrast,test,Output 00103,3,3,3,2,2,3,maybe,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00006_blur_contrast_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,5.5
review_00104,example_00006,blur_contrast,test,Output 00104,1,1,2,4,3,2,no,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00006_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,0.5
review_00105,example_00006,blur_contrast,test,Output 00105,2,2,3,3,3,2,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00006_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.5
review_00106,example_00053,grain,test,Output 00106,2,3,2,2,2,2,no,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00053_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.5
review_00107,example_00053,grain,test,Output 00107,1,2,3,1,1,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00053_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,4.0
review_00108,example_00053,grain,test,Output 00108,3,2,2,3,3,2,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00053_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.5
review_00109,example_00053,grain,test,Output 00109,4,3,2,4,3,3,no,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00053_grain_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,4.0
review_00110,example_00053,grain,test,Output 00110,2,2,2,2,2,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00053_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.0
review_00111,example_00053,grain,test,Output 00111,4,3,2,3,3,3,maybe,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00053_grain_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,4.5
review_00112,example_00053,grain,test,Output 00112,5,3,3,3,2,4,yes,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00053_grain_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,7.0
review_00113,example_00026,grain,test,Output 00113,4,3,4,3,2,3,maybe,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00026_grain_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,6.0
review_00114,example_00026,grain,test,Output 00114,2,2,3,3,2,2,no,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00026_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.0
review_00115,example_00026,grain,test,Output 00115,4,3,3,3,2,3,maybe,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00026_grain_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,5.5
review_00116,example_00026,grain,test,Output 00116,2,2,3,2,2,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00026_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.5
review_00117,example_00026,grain,test,Output 00117,2,2,3,3,2,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00026_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.0
review_00118,example_00026,grain,test,Output 00118,4,3,4,2,1,4,yes,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00026_grain_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,8.0
review_00119,example_00026,grain,test,Output 00119,3,2,2,4,3,2,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00026_grain_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
review_00120,example_00027,blur_contrast,test,Output 00120,4,3,2,3,3,3,maybe,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00027_blur_contrast_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,4.5
review_00121,example_00027,blur_contrast,test,Output 00121,1,2,2,3,1,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00027_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.5
review_00122,example_00027,blur_contrast,test,Output 00122,2,1,2,3,2,2,no,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00027_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
review_00123,example_00027,blur_contrast,test,Output 00123,1,1,2,3,3,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00027_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,1.0
review_00124,example_00027,blur_contrast,test,Output 00124,3,2,3,3,2,3,maybe,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00027_blur_contrast_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,4.5
review_00125,example_00027,blur_contrast,test,Output 00125,4,3,3,3,3,3,maybe,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00027_blur_contrast_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,5.0
review_00126,example_00027,blur_contrast,test,Output 00126,2,2,2,3,2,2,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00027_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.5
review_00127,example_00004,scratch_dust,test,Output 00127,1,2,3,2,1,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00004_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.5
review_00128,example_00004,scratch_dust,test,Output 00128,1,1,2,4,3,1,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00004_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,-0.5
review_00129,example_00004,scratch_dust,test,Output 00129,4,3,4,3,3,3,maybe,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00004_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,5.5
review_00130,example_00004,scratch_dust,test,Output 00130,3,2,3,3,2,3,no,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00004_scratch_dust_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,4.5
review_00131,example_00004,scratch_dust,test,Output 00131,3,2,3,3,2,3,no,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00004_scratch_dust_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,4.5
review_00132,example_00004,scratch_dust,test,Output 00132,2,2,3,2,2,2,no,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00004_scratch_dust_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,3.5
review_00133,example_00004,scratch_dust,test,Output 00133,1,3,3,3,2,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00004_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.0
review_00134,example_00022,scratch_dust,test,Output 00134,3,1,3,4,2,2,,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00022_scratch_dust_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,2.5
review_00135,example_00022,scratch_dust,test,Output 00135,1,2,2,3,2,2,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00022_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
review_00136,example_00022,scratch_dust,test,Output 00136,1,3,3,3,3,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00022_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.5
review_00137,example_00022,scratch_dust,test,Output 00137,5,3,3,3,2,3,maybe,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00022_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,6.0
review_00138,example_00022,scratch_dust,test,Output 00138,3,2,3,3,4,2,no,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00022_scratch_dust_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,2.5
review_00139,example_00022,scratch_dust,test,Output 00139,1,2,3,2,2,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00022_scratch_dust_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,3.0
review_00140,example_00022,scratch_dust,test,Output 00140,3,2,3,2,5,3,no,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00022_scratch_dust_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,3.5
review_00141,example_00123,blur_contrast,test,Output 00141,4,4,4,3,2,4,yes,,conditional_ddpm_v1_100_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\conditional_ddpm_v1_100_steps\example_00123_blur_contrast_conditional_ddpm_v1_100_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_100steps\prediction_manifest.csv,7.5
review_00142,example_00123,blur_contrast,test,Output 00142,4,3,3,3,2,3,maybe,,conditional_ddpm_v2_test_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\conditional_ddpm_v2_test_50_steps\example_00123_blur_contrast_conditional_ddpm_v2_test_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v2_test_50steps\prediction_manifest.csv,5.5
review_00143,example_00123,blur_contrast,test,Output 00143,4,4,4,2,3,4,yes,,conditional_ddpm_v1_50_steps,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\conditional_ddpm_v1_50_steps\example_00123_blur_contrast_conditional_ddpm_v1_50_steps_prediction.png,outputs\predictions\conditional_ddpm_nosferatu_v1_50steps\prediction_manifest.csv,7.5
review_00144,example_00123,blur_contrast,test,Output 00144,2,1,2,4,2,1,no,,median,outputs\predictions\baselines_nosferatu_v0\median\example_00123_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,0.5
review_00145,example_00123,blur_contrast,test,Output 00145,1,1,2,4,3,2,no,,nl_means_denoise,outputs\predictions\baselines_nosferatu_v0\nl_means_denoise\example_00123_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,0.5
review_00146,example_00123,blur_contrast,test,Output 00146,1,2,2,3,2,2,no,,inpaint_or_denoise,outputs\predictions\baselines_nosferatu_v0\inpaint_or_denoise\example_00123_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
review_00147,example_00123,blur_contrast,test,Output 00147,2,2,2,3,3,2,no,,unchanged,outputs\predictions\baselines_nosferatu_v0\unchanged\example_00123_blur_contrast_prediction.png,outputs\predictions\baselines_nosferatu_v0\prediction_manifest.csv,2.0
