frame_path,joined_text,char_count,word_count,mean_conf,max_conf,text_area_fraction,auto_text_frame,manual_keep,manual_notes
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000156.png,is an important letter From Transylvania: Count Dracula wishes to house in Our 'Here buy city,76,16,0.8705,0.9997,0.28616,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000157.png,"is an important letter From Transylvania: Count Dracula wishes to house in Our ""Here buy cily",76,16,0.7859,0.9997,0.30657,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000158.png,is an important letter From Transylvania Count Dracula wishes to a house in our 'Here buy cily,77,16,0.8166,0.9995,0.29122,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000159.png,is an important letter From Transylvania Count Dracula wishes to house in Our 'Here buy city,76,16,0.8712,0.9996,0.30882,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000160.png,is an important letter From Transylvania: Count Dracula wishes to house in Our 'Here buy cily,76,16,0.8581,0.9997,0.29924,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000161.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000162.png,"'Its opportunity for You, Harker. The Count is rich, and free with his money good",63,15,0.8415,1.0,0.25601,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000163.png,"opportuni for You, Harker. The Count is rich, and free with his money: good",58,14,0.8428,1.0,0.24121,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000164.png,"opportunity For You, Harker. The Count is rich; free with his money good and",60,14,0.8646,1.0,0.23263,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000165.png,"opportuni for You, Harker. The Count is rich, and free with his money: ~ts good ity",63,16,0.7846,0.9999,0.28371,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000166.png,"opportunity for You, Harker. The Count is rich, and free with his money 'Ir good",62,15,0.8432,0.9999,0.25234,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000167.png,"'Its opportunity for You, Harker. The Count is rich, and free with his money: good",63,15,0.7988,1.0,0.26199,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000168.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000169.png,"will have marvelous journey: And, young as you are, what matter if i costs YOU some Or even a little blood ? 'You pain",90,21,0.8086,0.9999,0.35753,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000170.png,"will have marvelous journey: And, young as You are, what matter if i costs YOU some pain Or even little blood ? ""You",89,21,0.7716,0.9995,0.33465,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000171.png,"will have marvelous journey: And, young as YoU are, what matter if i costs some pain Or even little blood ? 'You",86,20,0.8527,0.9999,0.31836,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000172.png,"will have marvelous journey And; young as You are, what matter if it costs some Or even a little blood ? 'You pain",88,21,0.7682,0.9999,0.3291,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000173.png,"will have marvelous journey: And, young as you are, what matter if it costs some Or even little blood ? 'You pain",87,21,0.7828,0.9997,0.34161,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000174.png,"will have marvelous journey: And, young @s you are, what matter if it costs some Or even a little blood ? 'You pain",87,20,0.8247,0.9999,0.33714,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000175.png,"will have marvelous journey: And, young as you are, what matter if it costs some Or even a little blood ? 'You pain",88,21,0.7911,0.9999,0.336,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000176.png,"You will have marvelous journey: And, young as you are; what matter if it costs some Or even little blood ? pain",87,21,0.8529,0.9999,0.32554,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000177.png,"will have marvelous journey: And, young as you are; what matter if it costs some pain Or even little blood ?",84,20,0.8641,0.9999,0.30845,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000178.png,"You will have marvelous journey: And, young as You are, what matter if it costs YOU some Or even little blood ? pain",90,22,0.7799,0.9999,0.36052,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000179.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000180.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000181.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000182.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000183.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000184.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000185.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000186.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000187.png,0u,2,1,0.3913,0.3913,0.03488,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000188.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000189.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000190.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000191.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000192.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000193.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000194.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000195.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000196.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000197.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000198.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000199.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000200.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000201.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000202.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000203.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000204.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000205.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000206.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000207.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000208.png,The house facing yours That should suit him,36,8,0.6987,0.9731,0.15073,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000209.png,The house facing yours That should suit him',36,8,0.8028,0.9555,0.14783,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000210.png,The house facing yours That should suit him',36,8,0.7757,0.9668,0.1593,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000211.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000212.png,at once; my young friend And don t be frightened if of Transylvania as the land of phantoms _ 'Leave speak people,89,20,0.7818,1.0,0.38954,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000213.png,"at once, my young friend: And don t be frightened if of Transylvania as the land of phantoms 'Leave speak people",89,20,0.8219,1.0,0.40799,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000214.png,"at once, my young friend: And don t be frightened if of Transylvania as the land of phantoms _ 'Leave people speak",89,20,0.8585,1.0,0.4183,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000215.png,"at once, my young friend: And don't be frightened if of Transylvania as the land of phantoms _ 'Leave speak people",89,20,0.8801,1.0,0.4067,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000216.png,"at once, my young friend: And don t be frightened if of Transylvania as the land of phantoms 'Leave speak people",89,20,0.9015,1.0,0.40622,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000217.png,"at once, my young friend; And don't be frightened if people of Transylvania as the land of phantoms _ 'Leave speak",89,20,0.8223,1.0,0.39041,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000218.png,"at once, my young friend: And don t be frightened if of Transylvania as the land of phantoms _ 'Leave speak people",89,20,0.8586,1.0,0.38883,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000219.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000220.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000221.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000222.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000223.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000224.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000225.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000226.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000227.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000228.png,"'Imay be away for several months, Nina. Renfield is sending me to some lost corner of the Carpathians __",81,18,0.8852,0.9994,0.35494,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000229.png,"'Imay be away for months, Nina. Renfield is sending me to some lost corner of the Carpathians _:' several",81,18,0.9112,0.9994,0.35189,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000230.png,"'Tmay be away for months, Nina. Renfield is sending me to some lost corner of the Carpathians . several",81,18,0.8754,0.9999,0.35847,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000231.png,"'Imay be away for several months, Nina. Renfield is sending me to some lost corner of the Carpathians",81,18,0.8341,0.9999,0.36874,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000232.png,"'Imay be away for several months, Nina: Renfield is sending me to some lost corner of the Carpathians ..",81,18,0.911,0.9999,0.35046,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000233.png,"'Imay be away for several months, Nina. Renfield is sending me to some lost corner of the Carpathians _",81,18,0.9056,1.0,0.35778,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000234.png,"'Imay be away for months, Nina: Renfield is sending me to some lost corner of the Carpathians _. several",81,18,0.9061,0.9999,0.34541,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000235.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000236.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000237.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000238.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000239.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000240.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000241.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000242.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000243.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000244.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000245.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000246.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000247.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000248.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000249.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000250.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000251.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000252.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000253.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000254.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000255.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000256.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000257.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000258.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000259.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000260.png,"Harker left Nina with his friends, Westenra and his wife good Lucy",54,12,0.8343,0.9999,0.22263,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000261.png,"Harker lett Nina with his friends, Westenra and his wife good Lucy",54,12,0.8902,0.9999,0.22308,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000262.png,"Harker left Nina with his friends, Westenra and his wife good Lucy",54,12,0.8285,0.9999,0.21796,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000263.png,"Harker left Nina with his friends, Westenra and his wife good Lucy",54,12,0.9054,0.9999,0.22016,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000264.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000265.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000266.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000267.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000268.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000269.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000270.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000271.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000272.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000273.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000274.png,"worty, Nina: Nothing will to Me: ""Don happen",33,8,0.7351,0.9996,0.15965,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000275.png,"worty, Nina: Nothing will to me' ""Don happen",33,8,0.778,0.9997,0.16817,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000276.png,"worry, Nina. Nothing will to me' ""Don happen",33,8,0.796,0.9998,0.16402,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000277.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000278.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000279.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000280.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000281.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000282.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000283.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000284.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000285.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000286.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000287.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000288.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000289.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000290.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000291.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000292.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000293.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000294.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000295.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000296.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000297.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000298.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000299.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000300.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000301.png,"From relay to re through the dust by the stages, Harker hurried on' slay, raised",63,15,0.8765,0.9999,0.2506,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000302.png,"From to re through the dust raised the stages, Harker hurried on: relay loy, by",62,15,0.8347,1.0,0.24543,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000303.png,"From re to re through the dust raised by the stages, Harker hurried lay loy,",60,15,0.9225,0.9999,0.23384,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000304.png,"From relay to re through the dust raised by the stages, Harker hurried lay,",60,14,0.926,0.9994,0.24814,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000305.png,"From relay to relay, through the dust raised by the stages, Harker hurried on'",62,14,0.7842,0.9674,0.26258,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000306.png,"From relay to re through the dust raised by the stages, Harker hurried on' lay,",62,15,0.854,0.9991,0.25723,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000307.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000308.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000309.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000310.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000311.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000312.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000313.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000314.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000315.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000316.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000317.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000318.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000319.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000320.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000321.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000322.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000323.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000324.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000325.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000326.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000327.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000328.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000329.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000330.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000331.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000332.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000333.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000334.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000335.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000336.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000337.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000338.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000339.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000340.png,"quickly ! should already be at Count Dracula $ castle: 'Dinner ,",48,9,0.6682,0.8715,0.2086,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000341.png,"Dinner, quickly ! should already be at Count Dracula $ castle:",48,9,0.8599,0.9834,0.20012,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000342.png,"Dinner, quickly ! should already be at Count Dracula $ castle'",48,9,0.8225,0.9865,0.1981,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000343.png,"Dinner, quickly ! should already be at Count Dracula $ castle",48,9,0.636,0.7702,0.20427,1,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000344.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000345.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000346.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000347.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000348.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000349.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000350.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000351.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000352.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000353.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000354.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000355.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000356.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000357.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000358.png,,0,0,0.0,0.0,0.0,0,,
data\raw_frames\nosferatu_1of5_20min_fps0_5\nosferatu_000359.png,,0,0,0.0,0.0,0.0,0,,
